"country","city","metabolite","value_current","value_previous","year_current","year_previous","change_percent","change_percent2","SiteID","location","latitude","longitude","population","institution","website"
"DE","Magdeburg","methamphetamine",195.41,163.31,2024,2023,19.6558692058049,"increase","DE023","Magdeburg","52.120533","11.627624",281150,"Clinical Pharmacology TU Dresden","N/A"
"DE","Munich G","methamphetamine",18.86,14.36,2024,2023,31.3370473537604,"increase","DE026","Gut Grosslappen","48.14","11.58",1171100,"Clinical Pharmacology TU Dresden","N/A"
"DE","Nuremberg","methamphetamine",175.17,167.89,2024,2023,4.33617249389481,"stable","DE028","Nürnberg","49.452102","11.076665",451472,"Clinical Pharmacology TU Dresden","N/A"
"DE","Saarbrücken (2)","methamphetamine",0,1.61,2024,2023,-100,"decrease","DE030","Brebach; Burbach","49.240157","6.996933",203643,"IFT Institut für Therapieforschung","www.ift.de/index.php"
"DE","Stuttgart","methamphetamine",14.21,,2024,,,"no previous data","DE033","Stuttgart","48.775846","9.182932",609000,"IFT Institut für Therapieforschung","N/A"
"DK","Aalborg","methamphetamine",4.26,,2024,,,"no previous data","DK001","Aalborg renseanlæg vest","57.04855704","9.865213642",143141,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Aarhus","methamphetamine",6.72,1.81,2024,2023,271.270718232044,"increase","DK002","Marselisborg","56.1631","10.20256",128978,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Copenhagen","methamphetamine",25.38,,2024,,,"no previous data","DK003","Lynetten","55.69","12.62",656470,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Esbjerg","methamphetamine",2.58,,2024,,,"no previous data","DK004","Esbjerg renseanlæg vest","55.48812791","8.430608708",62017,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Næstved","methamphetamine",0.91,,2024,,,"no previous data","DK005","Næstved centralrenseanlæg","55.2229935","11.74855352",69863,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"DK","Odense","methamphetamine",1.5,,2024,,,"no previous data","DK006","Ejby Mølle","55.40132682133402","10.3875142603132",134364,"Department of Forensic Medicine, Section for Forensic Chemistry, Aarhus University, Denmark","N/A"
"ES","Barcelona","methamphetamine",52.36,59.9,2024,2023,-12.5876460767947,"decrease","ES001","Baix Llobregat","41.43","1.97",1206813,"IDAEA-CSIC","N/A"
"ES","Lleida","methamphetamine",0,2.61,2024,2023,-100,"decrease","ES004","EDAR Lleida","41.617592","0.620015",149440,"IDAEA-CSIC","N/A"
"ES","Santiago","methamphetamine",0,0,2024,2023,,"stable","ES007","Silvouta","42.88","-8.54",136500,"IAQBUS","N/A"
"FI","Espoo","methamphetamine",16.71,19.51,2024,2023,-14.3516145566376,"decrease","FI001","Blominmäki","60.16","24.71",390000,"THL/Forensic Toxicology","N/A"
"FI","Helsinki","methamphetamine",22.89,31.66,2024,2023,-27.7005685407454,"decrease","FI002","Viikinmäki","60.23","24.99",9e+05,"THL/Forensic Toxicology","N/A"
"FI","Huittinen","methamphetamine",2.04,,2024,,,"no previous data","FI003","Huittinen","61.17655889","22.69824858",37000,"THL/Forensic Toxicology","N/A"
"FI","Hämeenlinna","methamphetamine",3.59,,2024,,,"no previous data","FI004","Paroinen","60.99601","24.46423",67000,"THL/Forensic Toxicology","N/A"
"FI","Joensuu","methamphetamine",14.53,,2024,,,"no previous data","FI005","Kuhasalo","62.58","29.73",84300,"THL/Forensic Toxicology","N/A"
"FI","Jyväskylä","methamphetamine",3.93,,2024,,,"no previous data","FI006","Nenäinniemi","62.21","25.77",155000,"THL/Forensic Toxicology","N/A"
"FI","Kajaani","methamphetamine",2.51,,2024,,,"no previous data","FI007","Peuraniemi","64.227","27.7285",29772,"THL/Forensic Toxicology","N/A"
"FI","Kemi","methamphetamine",2.21,,2024,,,"no previous data","FI008","Peurasaari","65.73609","24.56363",19368,"THL/Forensic Toxicology","N/A"
"FI","Kokkola","methamphetamine",1.9,,2024,,,"no previous data","FI009","Hopeakivenlahti","63.83848","23.13048",36000,"THL/Forensic Toxicology","N/A"
"FI","Kotka","methamphetamine",154.5,,2024,,,"no previous data","FI010","Mussalo","60.45","26.89",95000,"THL/Forensic Toxicology","N/A"
"FI","Kouvola","methamphetamine",3.47,,2024,,,"no previous data","FI011","Mäkikylä","60.8679","26.70405",70000,"THL/Forensic Toxicology","N/A"
"FI","Kuopio","methamphetamine",1.24,,2024,,,"no previous data","FI012","Lehtoniemi","62.96","27.01",96034,"THL/Forensic Toxicology","N/A"
"FI","Lahti","methamphetamine",2.54,,2024,,,"no previous data","FI013","Kariniemi","60.99","25.65",64000,"THL/Forensic Toxicology","N/A"
"FI","Lappeenranta","methamphetamine",4.08,,2024,,,"no previous data","FI014","Toikansuo","60.93","27.3",71000,"THL/Forensic Toxicology","N/A"
"FI","Mariehamn","methamphetamine",2.46,,2024,,,"no previous data","FI015","Lotsbroverket","60.09693","19.93482",20000,"THL/Forensic Toxicology","N/A"
"FI","Mikkeli","methamphetamine",2.61,,2024,,,"no previous data","FI016","Metsä-Sairila","61.68852","27.27217",48626,"THL/Forensic Toxicology","N/A"
"FI","Oulu","methamphetamine",2.87,,2024,,,"no previous data","FI017","Taskila","65.05","25.41",202600,"THL/Forensic Toxicology","N/A"
"FI","Pietarsaari","methamphetamine",1.29,,2024,,,"no previous data","FI018","Alheda","63.67486","22.70256",41100,"THL/Forensic Toxicology","N/A"
"FI","Pori","methamphetamine",2.11,,2024,,,"no previous data","FI019","Luotsinmäki","61.48519","21.79746",113000,"THL/Forensic Toxicology","N/A"
"FI","Porvoo","methamphetamine",30.3,,2024,,,"no previous data","FI020","Hermanninsaari","60.34094426","25.61000702",50100,"THL/Forensic Toxicology","N/A"
"FI","Rauma","methamphetamine",2.4,,2024,,,"no previous data","FI021","Maanpäänniemi","61.12724","21.51127",40000,"THL/Forensic Toxicology","N/A"
"FI","Rovaniemi","methamphetamine",2.53,,2024,,,"no previous data","FI022","Alakorkalo","66.5","25.72",55000,"THL/Forensic Toxicology","N/A"
"FI","Savonlinna","methamphetamine",3.58,,2024,,,"no previous data","FI024","Pihlajaniemi","61.86","28.85",24000,"THL/Forensic Toxicology","N/A"
"FI","Seinäjoki","methamphetamine",1.65,,2024,,,"no previous data","FI025","Seinäjoki","62.79446","22.82822",55000,"THL/Forensic Toxicology","N/A"
"FI","Tampere","methamphetamine",3.02,7.35,2024,2023,-58.9115646258503,"decrease","FI026","Viinikanlahti","61.49","23.77",2e+05,"THL/Forensic Toxicology","N/A"
"FI","Turku","methamphetamine",9.87,5.68,2024,2023,73.7676056338028,"increase","FI027","Kakolanmäki","60.44","22.24",3e+05,"THL/Forensic Toxicology","N/A"
"FI","Vaasa","methamphetamine",1.79,,2024,,,"no previous data","FI028","Patt","63.1","21.62",69252,"THL/Forensic Toxicology","N/A"
"FI","Vihti","methamphetamine",5.96,,2024,,,"no previous data","FI029","Nummela","60.41699","24.31965",17500,"THL/Forensic Toxicology","N/A"
"FR","Paris Seine Centre","methamphetamine",12.25,34.37,2024,2023,-64.3584521384929,"decrease","FR005","Seine Centre","48.95","2.27",2700000,"METIS","N/A"
"GR","Athens","methamphetamine",20.35,,2024,,,"no previous data","GR001","City of Athens WWTP","37.9928017","23.7658005",3507341,"Laboratory of Analytical Chemistry (LAC) of the Department of Chemistry of the National and Kapodistrian University of Athens (NKUA)","N/A"
"HR","Split","methamphetamine",1.84,,2024,,,"no previous data","HR001","Wastewater sampling site at Katalinića Brig, Split","43.51526542","16.44159294",110000,"Department for Water Safety and Supply","N/A"
"HR","Zagreb","methamphetamine",45.47,0,2024,2023,Inf,"increase","HR002","Central wastewater treatment plant of the city of Zagreb ","45.7929993","15.9463997",650000,"Laboratory for analytical chemistry and biogeochemistry of organic compounds","N/A"
"HU","Budapest","methamphetamine",11.01,,2024,,,"no previous data","HU001","N/A","47.50155794","19.04200692",912698,"N/A","N/A"
"IE","Dublin","methamphetamine",21.56,,2024,,,"no previous data","IE001","Ringsend ","53.34874586","-6.277189185",1980000,"N/A","N/A"
"IT","Bologna","methamphetamine",23.46,,2024,,,"no previous data","IT001","IDAR Bologna","44.55171862","11.36449646",6e+05,"Mario Negri Institute","N/A"
"IT","Bozen","methamphetamine",1.06,0,2024,2023,Inf,"increase","IT002","Kläranlage Bozen","46.49672","11.358",280000,"Medical University Innsbruck","N/A"
"IT","Milan","methamphetamine",11.14,16.18,2024,2023,-31.1495673671199,"decrease","IT003","Nosedo","45.4337997","9.2213602",1148738,"Mario Negri Institute","N/A"
"IT","Rome","methamphetamine",13.27,,2024,,,"no previous data","IT004","Roma Sud","41.812778","12.4252602",1100000,"Mario Negri Institute","N/A"
"LT","Klaipeda","methamphetamine",1.49,0.82,2024,2023,81.7073170731707,"increase","LT002","Klaipeda","55.78282","21.49279",305333,"Toxicological Centre","N/A"
"LT","Vilnius","methamphetamine",5.63,4.28,2024,2023,31.5420560747663,"increase","LT003","Vilniaus vandenys","54.687156","25.279651",576727,"Toxicological Centre","N/A"
"LU","Luxembourg","methamphetamine",2.36,,2024,,,"no previous data","LU002","Beggen","49.61164191","6.12649945",157873,"Laboratoire national de santé","N/A"
"LV","Riga","methamphetamine",22.36,21.39,2024,2023,4.53482935951379,"stable","LV001","Riga","56.94965","24.105186",607381,"Toxicological Centre","N/A"
"NL","Amsterdam","methamphetamine",64.4,40.62,2024,2023,58.5425898572132,"increase","NL001","RWZI Amsterdam-WEST","52.375","4.8666668",699648,"KWR Water Research Institute","N/A"
"NL","Groningen","methamphetamine",3.44,,2024,,,"no previous data","NL003","RWZI Garmerwolde","53.24730146","6.670277244",250722,"KWR Water Research Institute","N/A"
"NL","Rotterdam (2)","methamphetamine",9.8,12.37,2024,2023,-20.7760711398545,"decrease","NL007","RWZI Dokhaven; RWZI Kralinserveer","51.92288","4.47847",619563,"N/A","N/A"
"NL","Utrecht","methamphetamine",8.64,4.92,2024,2023,75.609756097561,"increase","NL010","RWZI Utrecht","52.0858002","5.1308398",273738,"KWR Water Research Institute","N/A"
"NL","Zwolle","methamphetamine",1.14,,2024,,,"no previous data","NL011","RWZI Zwolle","52.51015878","6.049675057",125418,"KWR Water Research Institute","N/A"
"NO","Bergen (2)","methamphetamine",0,,2024,,,"no previous data","NO001","Bergen ","60.39453688","5.289335039",117936,"N/A","N/A"
"NO","Oslo (2)","methamphetamine",29.35,,2024,,,"no previous data","NO007","Oslo","59.91124354","10.75077126",929199,"N/A","N/A"
"NO","Trondheim (2)","methamphetamine",5.74,,2024,,,"no previous data","NO009","Trondheim","-36.85091","174.75761",211876,"N/A","N/A"
"PL","Krakow P","methamphetamine",3.57,5.16,2024,2023,-30.8139534883721,"decrease","PL003","Krakow Plaszow","50.06","19.94",680000,"Mario Negri Institute","N/A"
"PT","Almada","methamphetamine",0.33,0,2024,2023,Inf,"increase","PT001","Mutela","38.675187","-9.154345",138685,"INMLCF","N/A"
"PT","Lisbon","methamphetamine",10.78,6.1,2024,2023,76.7213114754098,"increase","PT002","Alcântara","38.7044907","-9.1754999",426964,"INMLCF","N/A"
"PT","Porto","methamphetamine",1.49,0,2024,2023,Inf,"increase","PT003","Porto","41.157944","-8.629105",150000,"IAQBUS","N/A"
"RO","Bucharest","methamphetamine",3.03,0,2024,2023,Inf,"increase","RO001","Glina","44.4275","26.10081",2142929,"Toxicological Centre","N/A"
"SE","Gävle","methamphetamine",6.29,3.88,2024,2023,62.1134020618557,"increase","SE002","Duvbacken ARV","60.674622","17.14183",88668,"RISE","N/A"
"SE","Karlstad","methamphetamine",1.39,,2024,,,"no previous data","SE003","N/A","59.40122537","13.5112195",72000,"RISE","N/A"
"SE","Stockholm (2)","methamphetamine",16.78,,2024,,,"no previous data","SE005","Bromma (BIN); Henriksdals reningsverk","59.329323","18.068581",760407,"N/A","N/A"
"SE","Trollhättan","methamphetamine",0.74,,2024,,,"no previous data","SE009","N/A","58.28333667","12.28669083",59073,"RISE","N/A"
"SE","Växjö","methamphetamine",0,0.22,2024,2023,-100,"decrease","SE012"," Sundets ARV","56.858257","14.761215",75410,"RISE","N/A"
"SI","Domžale-Kamnik","methamphetamine",0,0,2024,2023,,"stable","SI001","Domžale-Kamnik","46.13788","14.59384",82579,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Koper","methamphetamine",0,0.78,2024,2023,-100,"decrease","SI002","Central wastewater treatment plant Koper","45.548058","13.730188",52118,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Kranj","methamphetamine",0.73,1.26,2024,2023,-42.0634920634921,"decrease","SI003","Central wastewater treatment plant Kranj","46.242834","14.355542",53222,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Ljubljana","methamphetamine",4.67,9.68,2024,2023,-51.7561983471074,"decrease","SI004","Central wastewater treatment plant Ljubljana","46.056947","14.505751",282687,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Maribor","methamphetamine",0,0.4,2024,2023,-100,"decrease","SI005","Maribor","46.55734","15.64591",129000,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Novo mesto","methamphetamine",0,1.72,2024,2023,-100,"decrease","SI006","Wastewater treatment plant Novo mesto","45.804211","15.16969",25433,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SI","Velenje","methamphetamine",0,0,2024,2023,,"stable","SI007","Central wastewater treatment plant Šaleške Doline (Šalek Valley)","46.362274","15.110658",33062,"Jožef Stefan Institute, Environmental department, Laboratory for organic analysis","N/A"
"SK","Bratislava C","methamphetamine",295.37,240.97,2024,2023,22.5754243266797,"increase","SK002","Central","48.14925","17.106991",450000,"University of South Bohemia in České Budejovice - Vodňany","N/A"
"SK","Piestany","methamphetamine",223.78,227.95,2024,2023,-1.82934854134678,"stable","SK004","Piestany","48.5918007","17.8019009",35000,"University of South Bohemia in České Budejovice - Vodňany","N/A"
"TR","Istanbul (II-VII)","methamphetamine",72.13,94.13,2024,2023,-23.3719324338681,"decrease","TR004","ATAKÖY; BALTALİMANI; KADIKÖY; KÜÇÜKÇEKMECE; TUZLA; YENİKAPI","41.013","28.9748",16525000,"Forensic Toxicology Labs. Institute of Forensic Sciences and Legal Medicine, Istanbul University-Cerrahpasa","https://adlitip.istanbulc.edu.tr/tr/_"
